delivery_id;delivery_partner;package_type;vehicle_type;delivery_mode;region;weather_condition;distance_km;package_weight_kg;delivery_time_hours;expected_time_hours;delayed;delivery_status;delivery_rating;delivery_cost
9111.00.00;blue dart;documents;scooter;same day;central;hot;200.04.00;49.39.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;5;1250.17.00
9112.00.00;xpressbees;clothing;scooter;express;south;hot;123.04.00;21.42;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000004;yes;delayed;2;731.26.00
9113.00.00;amazon logistics;pharmacy;truck;same day;east;cold;20.04;27.99;1970-01-01 00:00:00.000000000;1970-01-01 00:00:00.000000008;no;delivered;3;285.97
9114.00.00;xpressbees;fragile items;ev van;two day;east;stormy;285.00.00;09.41;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000016;no;delivered;5;1453.23.00
9115.00.00;fedex;groceries;scooter;standard;north;cold;114.03.00;35.02.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000024;no;delivered;5;677.01.00
9116.00.00;xpressbees;automobile parts;van;express;west;cold;282.02.00;0,799305556;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000007;yes;delayed;3;1517.13.00
9117.00.00;dhl;cosmetics;van;express;south;cold;276.05.00;15.03;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000007;no;delivered;3;1477.59.00
9118.00.00;delhivery;groceries;van;standard;east;rainy;41.08.00;32.49.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000024;no;delivered;5;306.47.00
9119.00.00;dhl;cosmetics;van;express;east;foggy;191.08.00;0,6375;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000005;yes;failed;1;1053.34.00
9120.00.00;xpressbees;furniture;ev van;standard;west;rainy;86.08.00;30.83;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;5;526.49.00
9121.00.00;shadowfax;cosmetics;bike;standard;central;stormy;62.06.00;29.24.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;4;400.72
9122.00.00;ecom express;automobile parts;van;two day;north;foggy;168.09.00;37.56.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;4;957.18.00
9123.00.00;ecom express;fragile items;scooter;express;central;stormy;161.04.00;0,9625;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000005;yes;delayed;2;924.98
9124.00.00;ekart;clothing;truck;express;west;clear;265.05.00;39.59.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000007;no;delivered;5;1496.27.00
9125.00.00;delhivery;electronics;ev bike;same day;central;clear;203.04.00;21.37;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;3;1181.11.00
9126.00.00;ekart;fragile items;ev van;two day;south;rainy;220.03.00;0,836805556;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000016;no;delivered;5;1160.45.00
9127.00.00;amazon logistics;fragile items;van;two day;east;cold;237.05.00;0,134027778;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;3;1195.69
9128.00.00;amazon logistics;pharmacy;scooter;same day;north;foggy;21.02;26.88;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000008;no;delivered;3;286.64
9129.00.00;delhivery;documents;ev van;express;south;rainy;109.04.00;0,335416667;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000004;no;delivered;4;619.89
9130.00.00;blue dart;fragile items;bike;express;central;stormy;183.08.00;36.02.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000005;yes;failed;2;1077.06.00
9131.00.00;shadowfax;furniture;bike;same day;west;cold;233.00.00;27.83;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;4;1348.49.00
9132.00.00;shadowfax;documents;ev van;two day;central;clear;241.09.00;07.45;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;5;1231.85
9133.00.00;ecom express;groceries;ev van;two day;central;foggy;261.06.00;19.11;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;4;1365.33.00
9134.00.00;xpressbees;documents;truck;two day;south;cold;202.08.00;28.57.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;4;1099.71
9135.00.00;blue dart;documents;scooter;same day;south;cold;43.02.00;0,140277778;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000008;no;delivered;5;324.46.00
9136.00.00;delhivery;documents;ev van;standard;north;cold;84.00.00;27.47.00;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000024;no;delivered;4;502.41.00
9137.00.00;shadowfax;cosmetics;ev van;express;east;foggy;182.05.00;47.69;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000005;yes;delayed;3;1105.57.00
9138.00.00;fedex;electronics;ev van;standard;west;stormy;189.08.00;21.52;1970-01-01 00:00:00.000000014;1970-01-01 00:00:00.000000024;no;delivered;4;1013.56.00
9139.00.00;ecom express;groceries;ev bike;express;central;cold;03.06;49.46.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000002;yes;delayed;2;211.88
9140.00.00;shadowfax;clothing;truck;same day;central;foggy;149.03.00;33.79;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;5;947.87
9141.00.00;fedex;pharmacy;van;same day;south;cold;293.05.00;13.27;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;4;1607.31.00
9142.00.00;ekart;automobile parts;van;standard;east;hot;18.07;16.58;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000024;no;delivered;5;143.24.00
9143.00.00;delhivery;fragile items;truck;same day;east;rainy;111.02.00;10.09;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;5;686.27.00
9144.00.00;amazon logistics;documents;van;express;west;rainy;176.05.00;0,135416667;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000005;yes;failed;2;940.75
9145.00.00;amazon logistics;furniture;ev van;same day;central;stormy;281.02.00;0,643055556;1970-01-01 00:00:00.000000016;1970-01-01 00:00:00.000000008;yes;failed;1;1550.58.00
9146.00.00;blue dart;electronics;bike;two day;north;stormy;23.03;0,219444444;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000016;no;delivered;3;130.78
9147.00.00;xpressbees;groceries;bike;express;south;cold;251.00.00;19.06;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000007;no;delivered;5;1362.18.00
9148.00.00;dhl;documents;van;standard;south;rainy;93.02.00;39.51.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000024;no;delivered;4;584.53.00
9149.00.00;dhl;furniture;scooter;two day;south;hot;90.03.00;0,310416667;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000016;no;delivered;4;472.11.00
9150.00.00;amazon logistics;groceries;ev bike;express;north;cold;82.03.00;45.02.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000003;yes;delayed;2;596.56.00
9151.00.00;amazon logistics;cosmetics;ev van;standard;east;hot;265.09.00;27.24.00;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;4;1411.22.00
9152.00.00;blue dart;furniture;ev van;express;west;foggy;50.05.00;45.56.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000003;yes;delayed;2;439.18.00
9153.00.00;ekart;automobile parts;van;express;east;cold;22.07;17.28;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000002;no;delivered;4;215.34.00
9154.00.00;amazon logistics;electronics;ev van;express;east;stormy;239.00.00;13.57;1970-01-01 00:00:00.000000012;1970-01-01 00:00:00.000000006;yes;delayed;2;1285.71
9155.00.00;ecom express;automobile parts;bike;two day;west;foggy;262.00.00;38.88;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;4;1426.64
9156.00.00;delhivery;fragile items;ev van;express;west;hot;77.09.00;43.31.00;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000003;yes;delayed;3;569.43.00
9157.00.00;amazon logistics;cosmetics;scooter;express;central;clear;292.00.00;45.26.00;1970-01-01 00:00:00.000000012;1970-01-01 00:00:00.000000007;yes;delayed;2;16.327.205.999.999.900
9158.00.00;fedex;fragile items;bike;express;north;hot;279.09.00;47.87;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000007;no;delivered;5;1593.11.00
9159.00.00;shadowfax;electronics;ev bike;same day;central;rainy;37.03.00;16.48;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000008;no;delivered;5;335.94
9160.00.00;delhivery;clothing;truck;two day;north;rainy;47.05.00;0,849305556;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000016;no;delivered;5;296.99
9161.00.00;xpressbees;electronics;van;same day;north;clear;114.05.00;44.75;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;4;806.75
9162.00.00;xpressbees;fragile items;scooter;two day;east;stormy;202.00.00;49.31.00;1970-01-01 00:00:00.000000012;1970-01-01 00:00:00.000000016;no;delivered;3;1157.93
9163.00.00;shadowfax;groceries;van;express;east;clear;03.06;0,883333333;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000002;no;delivered;5;128.16.00
9164.00.00;amazon logistics;groceries;truck;same day;east;cold;184.00.00;26.07.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;5;1098.21.00
9165.00.00;ecom express;pharmacy;bike;same day;central;clear;256.09.00;1,004861111;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;3;1455.51.00
9166.00.00;amazon logistics;groceries;ev van;two day;east;foggy;144.00.00;39.79;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;5;839.37.00
9167.00.00;xpressbees;pharmacy;ev bike;express;central;foggy;25.00.00;34.99;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000002;yes;delayed;2;279.97
9168.00.00;ecom express;automobile parts;ev van;standard;west;clear;57.08.00;0,234722222;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;5;303.94
9169.00.00;xpressbees;documents;bike;two day;north;cold;185.01.00;17.05;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;5;976.65
9170.00.00;xpressbees;automobile parts;ev van;same day;east;cold;185.04.00;26.27.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;3;1105.81
9171.00.00;fedex;furniture;ev van;standard;north;cold;44.05.00;36.06.00;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000024;no;delivered;4;332.03.00
9172.00.00;xpressbees;groceries;van;two day;central;cold;187.08.00;47.75;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;4;1082.25.00
9173.00.00;delhivery;automobile parts;truck;express;south;clear;92.09.00;07.16;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000003;no;delivered;5;535.98
9174.00.00;fedex;furniture;truck;same day;west;clear;31.08.00;0,484722222;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000008;no;delivered;4;291.94
9175.00.00;dhl;clothing;ev bike;express;north;cold;167.01.00;0,047222222;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000005;yes;delayed;3;887.54.00
9176.00.00;ecom express;documents;scooter;two day;south;rainy;205.06.00;05.21;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;5;1043.63
9177.00.00;delhivery;fragile items;ev van;express;central;stormy;79.05.00;15.06;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000003;yes;delayed;2;492.68
9178.00.00;shadowfax;furniture;truck;same day;central;rainy;233.00.00;0,429166667;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000008;yes;delayed;2;1294.34.00
9179.00.00;blue dart;pharmacy;bike;same day;north;hot;20.02;41.24.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000008;no;delivered;3;324.72
9180.00.00;amazon logistics;cosmetics;scooter;two day;east;cold;81.06.00;40.95;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000016;no;delivered;5;530.85
9181.00.00;amazon logistics;clothing;bike;same day;central;clear;134.00.00;26.11.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;5;848.33.00
9182.00.00;ekart;electronics;ev bike;standard;east;cold;145.04.00;0,376388889;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000024;no;delivered;5;752.86
9183.00.00;amazon logistics;groceries;van;two day;south;foggy;185.08.00;0,80625;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;4;985.43.00
9184.00.00;fedex;automobile parts;van;standard;west;foggy;94.06.00;05.19;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000024;no;delivered;5;488.57.00
9185.00.00;ecom express;clothing;van;same day;west;cold;49.05.00;13.42;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000008;no;delivered;4;387.76
9186.00.00;xpressbees;cosmetics;ev bike;express;central;cold;290.04.00;49.52.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000007;yes;delayed;2;16.327.205.999.999.900
9187.00.00;delhivery;automobile parts;ev van;express;central;stormy;35.06.00;28.29.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000002;yes;failed;1;312.87
9188.00.00;blue dart;electronics;ev van;two day;north;clear;03.06;34.26.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000016;no;delivered;4;116.28.00
9189.00.00;dhl;clothing;ev van;standard;central;foggy;163.04.00;37.82;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;4;930.46.00
9190.00.00;blue dart;fragile items;scooter;standard;north;foggy;46.07.00;08.42;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;5;258.76
9191.00.00;blue dart;electronics;truck;two day;central;cold;198.07.00;44.62;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000016;no;delivered;5;1127.36.00
9192.00.00;ecom express;cosmetics;truck;express;central;clear;197.06.00;48.51.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000005;yes;delayed;3;1183.53.00
9193.00.00;amazon logistics;fragile items;scooter;express;south;cold;151.04.00;29.08.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000005;yes;delayed;3;896.04.00
9194.00.00;dhl;documents;ev van;two day;east;cold;101.07.00;0,803472222;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000016;no;delivered;3;564.81
9195.00.00;blue dart;documents;ev van;same day;west;rainy;207.01.00;44.96;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000008;yes;delayed;2;1270.38.00
9196.00.00;blue dart;furniture;ev van;same day;central;rainy;178.01.00;29.33.00;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000008;yes;delayed;2;1078.49.00
9197.00.00;ecom express;furniture;ev van;standard;central;cold;84.03.00;47.17.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000024;no;delivered;4;563.01.00
9198.00.00;ekart;fragile items;bike;express;south;cold;35.02.00;26.25.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000002;no;delivered;4;304.75
9199.00.00;delhivery;pharmacy;bike;same day;north;foggy;40.06.00;14.11;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000008;no;delivered;4;345.33.00
9200.00.00;dhl;automobile parts;ev bike;standard;central;hot;171.08.00;03.52;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;4;869.56.00
9201.00.00;fedex;documents;ev bike;same day;central;cold;136.07.00;0,353472222;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;4;807.17.00
9202.00.00;shadowfax;documents;van;two day;south;cold;203.03.00;16.51;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;4;1066.03.00
9203.00.00;dhl;documents;bike;express;east;rainy;14.05;38.57.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000002;yes;failed;1;238.21.00
9204.00.00;ecom express;pharmacy;scooter;two day;central;stormy;291.05.00;0,91875;1970-01-01 00:00:00.000000012;1970-01-01 00:00:00.000000016;no;delivered;5;1522.39.00
9205.00.00;shadowfax;electronics;bike;two day;south;clear;167.06.00;33.82;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000016;no;delivered;5;939.46.00
9206.00.00;ecom express;fragile items;bike;same day;west;stormy;64.04.00;35.98;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;4;529.94
9207.00.00;dhl;cosmetics;scooter;express;east;clear;61.08.00;01.59;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000003;yes;delayed;2;363.77
9208.00.00;shadowfax;automobile parts;truck;standard;central;clear;262.08.00;0,093055556;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000024;no;delivered;5;1319.22.00
9209.00.00;dhl;automobile parts;truck;same day;east;foggy;26.00.00;40.37.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;4;351.11.00
9210.00.00;xpressbees;electronics;van;same day;north;clear;33.01.00;37.45.00;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000008;no;delivered;3;377.85
9211.00.00;xpressbees;cosmetics;truck;same day;central;rainy;234.06.00;33.08.00;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000008;yes;failed;1;1374.04.00
9212.00.00;ekart;furniture;ev bike;express;south;stormy;284.03.00;0,557638889;1970-01-01 00:00:00.000000012;1970-01-01 00:00:00.000000007;yes;delayed;2;1509.99
9213.00.00;ecom express;cosmetics;bike;standard;south;cold;132.08.00;12.19;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000024;no;delivered;4;700.57.00
9214.00.00;amazon logistics;fragile items;scooter;two day;north;rainy;29.09.00;01.05;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;5;152.65
9215.00.00;ecom express;pharmacy;scooter;two day;east;stormy;207.01.00;13.35;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000016;no;delivered;4;1075.55.00
9216.00.00;blue dart;electronics;bike;two day;central;foggy;82.03.00;49.13.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;5;558.89
9217.00.00;xpressbees;fragile items;bike;standard;south;stormy;284.08.00;22.51;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;4;1491.53.00
9218.00.00;delhivery;groceries;ev bike;two day;south;clear;270.05.00;06.19;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;4;1371.07.00
9219.00.00;delhivery;furniture;ev van;two day;east;hot;264.00.00;27.07.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;5;1403.01.00
9220.00.00;ecom express;pharmacy;bike;express;east;stormy;03.06;30.82;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000002;yes;delayed;3;151.96
9221.00.00;blue dart;automobile parts;ev bike;same day;central;stormy;282.00.00;15.54;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000008;yes;failed;1;1556.62
9222.00.00;amazon logistics;furniture;scooter;standard;north;clear;205.07.00;0,301388889;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000024;no;delivered;4;1048.72
9223.00.00;dhl;clothing;bike;same day;south;cold;15.05;25.49.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000008;no;delivered;4;253.97
9224.00.00;ekart;cosmetics;scooter;two day;west;rainy;215.08.00;40.49.00;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000016;no;delivered;3;1200.47.00
9225.00.00;delhivery;pharmacy;ev van;standard;east;clear;276.01.00;22.39;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000024;no;delivered;4;1447.67
9226.00.00;xpressbees;electronics;van;same day;west;clear;104.00.00;32.18.00;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000008;no;delivered;5;716.54.00
9227.00.00;xpressbees;furniture;ev bike;express;east;hot;204.01.00;0,39375;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000006;no;delivered;4;1097.11.00
9228.00.00;fedex;fragile items;van;standard;north;clear;100.04.00;10.41;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000024;no;delivered;5;533.23.00
9229.00.00;amazon logistics;fragile items;van;standard;central;cold;197.00.00;03.58;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000024;no;delivered;3;995.74
9230.00.00;ekart;documents;ev bike;two day;west;stormy;158.05.00;38.19.00;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000016;no;delivered;5;907.07.00
9231.00.00;fedex;furniture;ev van;standard;north;rainy;39.06.00;22.52;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000024;no;delivered;5;265.56.00
9232.00.00;ekart;fragile items;truck;standard;north;clear;03.06;36.05.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000024;no;delivered;5;125.05.00
9233.00.00;shadowfax;pharmacy;ev van;two day;south;clear;229.05.00;45.73;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;4;1284.69
9234.00.00;blue dart;groceries;bike;same day;central;hot;67.03.00;0,136805556;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;5;444.81
9235.00.00;fedex;clothing;ev van;express;south;foggy;123.04.00;23.09;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000004;yes;failed;1;736.27.00
9236.00.00;fedex;electronics;scooter;same day;central;hot;268.02.00;16.03;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;3;1489.09.00
9237.00.00;shadowfax;cosmetics;scooter;express;east;foggy;254.01.00;15.14;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000007;yes;delayed;2;1365.92
9238.00.00;fedex;automobile parts;ev van;standard;south;rainy;191.06.00;0,641666667;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000024;no;delivered;4;1002.52.00
9239.00.00;shadowfax;pharmacy;van;express;north;cold;83.08.00;29.04.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000003;yes;delayed;2;556.12.00
9240.00.00;fedex;fragile items;scooter;two day;south;foggy;38.03.00;36.61;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000016;no;delivered;5;301.33.00
9241.00.00;ekart;cosmetics;bike;same day;south;cold;54.05.00;43.78;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000008;no;delivered;4;503.84
9242.00.00;blue dart;groceries;scooter;express;east;rainy;284.07.00;12.16;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000007;yes;failed;1;1509.98
9243.00.00;shadowfax;furniture;ev bike;two day;central;stormy;189.06.00;43.71;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000016;no;delivered;4;1079.13.00
9244.00.00;ecom express;documents;bike;same day;central;rainy;124.06.00;28.03.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;4;807.09.00
9245.00.00;xpressbees;documents;ev van;standard;south;rainy;283.04.00;06.49;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;4;1436.47.00
9246.00.00;shadowfax;pharmacy;ev bike;two day;central;hot;160.04.00;10.19;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;4;832.57.00
9247.00.00;ecom express;pharmacy;scooter;standard;central;clear;121.04.00;46.64;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000024;no;delivered;4;746.92
9248.00.00;ecom express;automobile parts;ev bike;two day;east;stormy;38.07.00;28.33.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;3;278.49.00
9249.00.00;fedex;documents;truck;standard;east;foggy;26.03.00;0,836805556;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;4;190.45.00
9250.00.00;delhivery;documents;van;express;east;cold;201.03.00;18.42;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000006;no;delivered;5;1111.76
9251.00.00;shadowfax;clothing;truck;standard;east;clear;17.05;41.05.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000024;no;delivered;3;210.65
9252.00.00;shadowfax;automobile parts;bike;same day;north;cold;25.05.00;38.84;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000008;no;delivered;4;344.02.00
9253.00.00;ekart;fragile items;ev van;express;central;cold;288.05.00;01.46;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000007;yes;failed;1;1496.88
9254.00.00;amazon logistics;documents;ev bike;same day;south;rainy;178.03.00;38.01.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000008;yes;failed;1;1105.53.00
9255.00.00;amazon logistics;automobile parts;scooter;standard;north;stormy;268.04.00;0,640277778;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000024;no;delivered;5;1386.46.00
9256.00.00;ekart;cosmetics;bike;two day;central;hot;51.07.00;04.45;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000016;no;delivered;5;271.85
9257.00.00;fedex;furniture;van;express;north;cold;285.01.00;33.33.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000007;no;delivered;3;1575.49.00
9258.00.00;blue dart;groceries;van;express;central;foggy;212.04.00;39.14.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000006;yes;delayed;2;1229.42.00
9259.00.00;blue dart;pharmacy;ev bike;standard;north;rainy;95.04.00;45.52.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;4;613.56.00
9260.00.00;ekart;electronics;ev van;express;east;foggy;271.08.00;41.37.00;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000007;yes;delayed;2;1533.11.00
9261.00.00;dhl;clothing;bike;same day;east;rainy;32.03.00;11.33;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;5;295.49.00
9262.00.00;ekart;automobile parts;scooter;standard;south;stormy;268.05.00;16.09;1970-01-01 00:00:00.000000012;1970-01-01 00:00:00.000000024;no;delivered;3;1393.02.00
9263.00.00;blue dart;clothing;truck;same day;east;cold;198.06.00;41.98;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;5;1218.94
9264.00.00;fedex;clothing;van;two day;east;stormy;153.01.00;26.02.00;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000016;no;delivered;5;843.56.00
9265.00.00;shadowfax;fragile items;ev van;two day;central;hot;264.03.00;20.05;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;3;1381.65
9266.00.00;ekart;automobile parts;truck;two day;east;cold;05.01;0,379861111;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000016;no;delivered;5;956.674
9267.00.00;fedex;fragile items;scooter;two day;central;cold;167.03.00;0,192361111;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;4;848.41.00
9268.00.00;ekart;electronics;ev bike;express;west;cold;152.09.00;39.41.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000005;no;delivered;4;932.73
9269.00.00;xpressbees;fragile items;van;standard;central;foggy;47.04.00;0,554861111;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;4;275.37.00
